食物种类,食物名,热量,食物详情页面链接
"食用油、油脂及制品
  ",椰汇 初榨椰子油,热量：883 大卡(每100克),http://www.boohee.com/shiwu/fde111e9
"食用油、油脂及制品
  ",雪印黄油,热量：638 大卡(每100克),http://www.boohee.com/shiwu/xueyinhuangyou
"食用油、油脂及制品
  ",merci chef!/厨师之选 咸味黄油,热量：714 大卡(每100克),http://www.boohee.com/shiwu/fd10cd00
"食用油、油脂及制品
  ",Lucerne  鲜奶油,热量：300 大卡(每100克),http://www.boohee.com/shiwu/fdc389a0
"食用油、油脂及制品
  ",金龙鱼 纯香大豆油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd59f393
"食用油、油脂及制品
  ",柯可兰 特级冷压初榨橄榄油,热量：824 大卡(每100毫升),http://www.boohee.com/shiwu/fd371554
"食用油、油脂及制品
  ",福来康泰 紫苏籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fdcb7581
"食用油、油脂及制品
  ",Gold'n Canola Ω-3油,热量：813 大卡(每100克),http://www.boohee.com/shiwu/fdf20906
"食用油、油脂及制品
  ",爱度 六度提纯亚麻籽油,热量：883 大卡(每100毫升),http://www.boohee.com/shiwu/fd6245ac
"食用油、油脂及制品
  ",香必居 鲜花椒油,热量：883 大卡(每100毫升),http://www.boohee.com/shiwu/fdca4961
"食用油、油脂及制品
  ",长白工坊 有机南瓜籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/changbaigongfanghiyoujinanguaz
"食用油、油脂及制品
  ",蓝多胡/Land O Lakes 喷射低脂鲜奶油,热量：300 大卡(每100克),http://www.boohee.com/shiwu/LandhiOhiLakeshilanduohuhipens
"食用油、油脂及制品
  ",福来康泰 有机冷榨亚麻籽油,热量：883 大卡(每100毫升),http://www.boohee.com/shiwu/fdda04f9
"食用油、油脂及制品
  ",安佳 黄油（有盐）,热量：733 大卡(每100克),http://www.boohee.com/shiwu/anjiahuangyou_youyan
"食用油、油脂及制品
  ",梅赛德斯 特级初榨橄榄油,热量：810 大卡(每100毫升),http://www.boohee.com/shiwu/fd3a32d9
"食用油、油脂及制品
  ",福来康泰 亚麻籽玉米食用调和油,热量：883 大卡(每100毫升),http://www.boohee.com/shiwu/fd44c710
"食用油、油脂及制品
  ",Terra Creta/克里特之光 特级初榨橄榄油,热量：814 大卡(每100毫升),http://www.boohee.com/shiwu/fd68fce3
"食用油、油脂及制品
  ",福临门 纯香大豆油（非转基因）,热量：883 大卡(每100克),http://www.boohee.com/shiwu/fdbd53be
"食用油、油脂及制品
  ",蜀九香 芝麻调和油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd4f7af3
"食用油、油脂及制品
  ",拉杜蓝乔 压榨亚麻籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd7f0621
"食用油、油脂及制品
  ",西王智利多 有机亚麻籽油,热量：883 大卡(每100毫升),http://www.boohee.com/shiwu/fd1e8100
"食用油、油脂及制品
  ",长白工坊 有机婴幼儿装亚麻籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/changbaigongfanghiyoujiyingyou
"食用油、油脂及制品
  ",Balade 低脂黄油,热量：386 大卡(每100克),http://www.boohee.com/shiwu/fd3bbfb7
"食用油、油脂及制品
  ",常春 淡奶油（麻辣味）,热量：350 大卡(每100克),http://www.boohee.com/shiwu/yingerpeifangnaifen_wandashanpai
"食用油、油脂及制品
  ",PAMS超淡橄榄油,热量：810 大卡(每100克),http://www.boohee.com/shiwu/PAMSchaodanganlanyou
"食用油、油脂及制品
  ",阿尔法 辣米油,热量：844 大卡(每100克),http://www.boohee.com/shiwu/yingerpeifangnaifen_shengyuanpai
"食用油、油脂及制品
  ",红花油,热量：899 大卡(每100克),http://www.boohee.com/shiwu/honghuayou
"食用油、油脂及制品
  ",天然世家 野生铁核桃油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd7654fd
"食用油、油脂及制品
  ",福临门 天天五谷食用调和油,热量：883 大卡(每100毫升),http://www.boohee.com/shiwu/fdfbdaa7
"食用油、油脂及制品
  ",Lactima 牛油（无盐）,热量：740 大卡(每100克),http://www.boohee.com/shiwu/fdff787b
"食用油、油脂及制品
  ",长生 特级初榨橄榄油,热量：877 大卡(每100克),http://www.boohee.com/shiwu/changshengtejichuzhaganlanyou
"食用油、油脂及制品
  ",明治 高纤黄油,热量：265 大卡(每100毫升),http://www.boohee.com/shiwu/fdeb1c8b
"食用油、油脂及制品
  ",百尚 淡黄油块,热量：731 大卡(每100克),http://www.boohee.com/shiwu/fd675235
"食用油、油脂及制品
  ",Cocoyummy 有机农椰子油,热量：802 大卡(每100毫升),http://www.boohee.com/shiwu/fd530cb1
"食用油、油脂及制品
  ",Sparta Tree 黄金树亚麻籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd44c875
"食用油、油脂及制品
  ",优飨 纯正亚麻籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fdb72e22
"食用油、油脂及制品
  ",珏士高 初榨椰子油,热量：820 大卡(每100克),http://www.boohee.com/shiwu/fd6f8381
"食用油、油脂及制品
  ",Mabarajab's Choice 酥油,热量：884 大卡(每100克),http://www.boohee.com/shiwu/fd98ba39
"食用油、油脂及制品
  ",蒙草香 亚麻籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd6d9057
"食用油、油脂及制品
  ",纵宝 蟹黄油,热量：406 大卡(每100克),http://www.boohee.com/shiwu/fda3e055
"食用油、油脂及制品
  ",马赛罗 特级初榨橄榄油,热量：807 大卡(每100毫升),http://www.boohee.com/shiwu/fdc39405
"食用油、油脂及制品
  ",五丰 花椒油,热量：805 大卡(每100毫升),http://www.boohee.com/shiwu/fd9d8467
"食用油、油脂及制品
  ",保生堂 亚麻籽油,热量：884 大卡(每100毫升),http://www.boohee.com/shiwu/fd4ab052
"调味品
  ",蜂蜜,热量：321 大卡(每100克),http://www.boohee.com/shiwu/fengmi
"调味品
  ",白砂糖,热量：400 大卡(每100克),http://www.boohee.com/shiwu/baishatang
"调味品
  ",蜂蜜（槐花）,热量：361 大卡(每100克),http://www.boohee.com/shiwu/fengmi_huaihua
"调味品
  ",红糖,热量：389 大卡(每100克),http://www.boohee.com/shiwu/hongtang
"调味品
  ",榨菜,热量：33 大卡(每100克),http://www.boohee.com/shiwu/zhacai
"调味品
  ",酱油,热量：63 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_junzhi
"调味品
  ",醋,热量：31 大卡(每100克),http://www.boohee.com/shiwu/cu_junzhi
"调味品
  ",芝麻酱,热量：630 大卡(每100克),http://www.boohee.com/shiwu/zhimajiang
"调味品
  ",腐乳(红),热量：153 大卡(每100克),http://www.boohee.com/shiwu/furu_hong
"调味品
  ",腐乳(白),热量：135 大卡(每100克),http://www.boohee.com/shiwu/furu_bai
"调味品
  ",花生酱,热量：600 大卡(每100克),http://www.boohee.com/shiwu/huashengjiang
"调味品
  ",红豆沙,热量：244 大卡(每100克),http://www.boohee.com/shiwu/hongdousha
"调味品
  ",辣椒酱,热量：36 大卡(每100毫升),http://www.boohee.com/shiwu/lajiaojiang
"调味品
  ",味精,热量：268 大卡(每100克),http://www.boohee.com/shiwu/weijing
"调味品
  ",榨菜（鱼泉牌）,热量：51 大卡(每100克),http://www.boohee.com/shiwu/zhacai_yuquanpai
"调味品
  ",冰糖,热量：397 大卡(每100克),http://www.boohee.com/shiwu/bingtang
"调味品
  ",鸡精,热量：195 大卡(每100克),http://www.boohee.com/shiwu/jijing
"调味品
  ",番茄酱,热量：83 大卡(每100克),http://www.boohee.com/shiwu/fanqiejiang
"调味品
  ",绵白糖,热量：396 大卡(每100克),http://www.boohee.com/shiwu/mianbaitang
"调味品
  ",食盐,热量：0 大卡(每100克),http://www.boohee.com/shiwu/jingyan
"调味品
  ",沙拉酱（色拉酱）,热量：724 大卡(每100克),http://www.boohee.com/shiwu/shalajiang
"调味品
  ",豆瓣酱,热量：181 大卡(每100克),http://www.boohee.com/shiwu/doubanjiang
"调味品
  ",豆沙,热量：247 大卡(每100克),http://www.boohee.com/shiwu/dousha
"调味品
  ",榨菜（正林牌）,热量：63 大卡(每100克),http://www.boohee.com/shiwu/zhacai_zhenglinpai
"调味品
  ",甜面酱,热量：139 大卡(每100克),http://www.boohee.com/shiwu/tianmianjiang
"调味品
  ",酱黄瓜,热量：26 大卡(每100克),http://www.boohee.com/shiwu/jianghuanggua
"调味品
  ",千岛沙拉酱,热量：475 大卡(每100克),http://www.boohee.com/shiwu/qiandaoshalajiang
"调味品
  ",雪菜,热量：39 大卡(每100克),http://www.boohee.com/shiwu/xuecai
"调味品
  ",番茄沙司,热量：112 大卡(每100克),http://www.boohee.com/shiwu/fanqieshasi
"调味品
  ",白醋,热量：6 大卡(每100克),http://www.boohee.com/shiwu/baicu
"调味品
  ",苹果酱,热量：278 大卡(每100克),http://www.boohee.com/shiwu/pingguojiang
"调味品
  ",宫岛 橄榄菜,热量：358 大卡(每100克),http://www.boohee.com/shiwu/gongdaoganlancai
"调味品
  ",辣椒粉,热量：290 大卡(每100克),http://www.boohee.com/shiwu/lajiaofen
"调味品
  ",蜂蜜（油菜花）,热量：338 大卡(每100克),http://www.boohee.com/shiwu/fengmi_youcaihua
"调味品
  ",利民 蒜蓉辣酱,热量：96 大卡(每100克),http://www.boohee.com/shiwu/suanronglajiang
"调味品
  ",胡椒粉,热量：361 大卡(每100克),http://www.boohee.com/shiwu/hujiaofen
"调味品
  ",腌雪里蕻,热量：29 大卡(每100克),http://www.boohee.com/shiwu/axuelihong
"调味品
  ",草莓酱,热量：270 大卡(每100克),http://www.boohee.com/shiwu/caomeijiang
"调味品
  ",五香豆豉,热量：270 大卡(每100克),http://www.boohee.com/shiwu/wuxiangdouchi
"调味品
  ",豆瓣酱(辣油),热量：188 大卡(每100克),http://www.boohee.com/shiwu/doubanjiang_layou
"调味品
  ",腐乳(香辣味）,热量：158 大卡(每100克),http://www.boohee.com/shiwu/furu_xianglawei
"调味品
  ",牛肉酱（阿香婆）,热量：488 大卡(每100克),http://www.boohee.com/shiwu/niuroujiang_axiangpo
"调味品
  ",红豆馅,热量：261 大卡(每100克),http://www.boohee.com/shiwu/hongdouxian
"调味品
  ",豆瓣辣酱,热量：73 大卡(每100克),http://www.boohee.com/shiwu/doubanlajiang
"调味品
  ",麻辣酱,热量：145 大卡(每100克),http://www.boohee.com/shiwu/malajiang
"调味品
  ",糟豆腐乳,热量：157 大卡(每100克),http://www.boohee.com/shiwu/zaodoufuru
"调味品
  ",广乐香辣咸菜,热量：60 大卡(每100克),http://www.boohee.com/shiwu/guanglexianglaxiancai
"调味品
  ",腐乳(臭),热量：132 大卡(每100克),http://www.boohee.com/shiwu/furu_chou
"调味品
  ",酱油(高级),热量：71 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_gaoji
"调味品
  ",陈醋,热量：114 大卡(每100克),http://www.boohee.com/shiwu/chencu
"调味品
  ",腌芥菜头,热量：44 大卡(每100克),http://www.boohee.com/shiwu/ajiecaitou
"调味品
  ",家乐牌浓汤宝（牛肉味）,热量：184 大卡(每100克),http://www.boohee.com/shiwu/jialepainongtangbao_niurouwei
"调味品
  ",五香醋,热量：14 大卡(每100克),http://www.boohee.com/shiwu/wuxiangcu
"调味品
  ",家乐牌浓汤宝（浓滑鱼汤）,热量：161 大卡(每100克),http://www.boohee.com/shiwu/jialepainongtangbao_nonghuayutang
"调味品
  ",黄豆酱油,热量：38 大卡(每100克),http://www.boohee.com/shiwu/huangdoujiangyou
"调味品
  ",光明奶酪酱（原味）,热量：276 大卡(每100克),http://www.boohee.com/shiwu/guangmingnailaojiang_yuanwei
"调味品
  ",腌韭菜花,热量：17 大卡(每100克),http://www.boohee.com/shiwu/ajiucaihua
"调味品
  ",花生酱（加巧克力）,热量：633 大卡(每100克),http://www.boohee.com/shiwu/huashengjiang_jiaqiaokeli
"调味品
  ",家乐牌海鲜汤,热量：323 大卡(每100克),http://www.boohee.com/shiwu/jialepaihaixiantang
"调味品
  ",海会寺白菜豆腐乳,热量：93 大卡(每100克),http://www.boohee.com/shiwu/haihuisibaicaidoufuru
"调味品
  ",海鲜酱（阿香婆）,热量：492 大卡(每100克),http://www.boohee.com/shiwu/haixianjiang_axiangpo
"调味品
  ",面包屑,热量：355 大卡(每100克),http://www.boohee.com/shiwu/mianbaoxie
"调味品
  ",家乐浓汤宝（老母鸡汤）,热量：171 大卡(每100克),http://www.boohee.com/shiwu/jialenongtangbao
"调味品
  ",葱伴侣大酱 袋装180g,热量：139 大卡(每100克),http://www.boohee.com/shiwu/congbanlvdajiang
"调味品
  ",喜璐 果爱草莓果酱（无糖）,热量：105 大卡(每100克),http://www.boohee.com/shiwu/heliosguoaicaomeiguojianghiwutanghi
"调味品
  ",牛头牌 沙茶酱,热量：757 大卡(每100克),http://www.boohee.com/shiwu/niutoupaishachajiang
"调味品
  ",黄酱,热量：138 大卡(每100克),http://www.boohee.com/shiwu/huangjiang
"调味品
  ",腐乳（白，王致和牌）[酱豆腐],热量：153 大卡(每100克),http://www.boohee.com/shiwu/furu_bai_wangzhihepai_jiangdoufu
"调味品
  ",甜辣黄瓜,热量：102 大卡(每100克),http://www.boohee.com/shiwu/tianlahuanggua
"调味品
  ",酱油(一级),热量：66 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_yiji
"调味品
  ",花椒,热量：316 大卡(每100克),http://www.boohee.com/shiwu/huajiao
"调味品
  ",萝卜干,热量：67 大卡(每100克),http://www.boohee.com/shiwu/luobogan
"调味品
  ",SMUCKER'S红树莓果酱,热量：250 大卡(每100克),http://www.boohee.com/shiwu/SMUCKERhiShongshumeiguojiang
"调味品
  ",TEDDIE 花生酱(颗粒),热量：594 大卡(每100克),http://www.boohee.com/shiwu/TEDDIEhiPEANUThiBUTTERhihiCHUNKYhi
"调味品
  ",牛肉辣瓣酱,热量：129 大卡(每100克),http://www.boohee.com/shiwu/niuroulabanjiang
"调味品
  ",腐乳（白，石宝寨牌）[酱豆腐],热量：115 大卡(每100克),http://www.boohee.com/shiwu/furu_bai_shibaozhaipai_jiangdoufu
"调味品
  ",酱油(多味),热量：86 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_duowei
"调味品
  ",酱蘑菇,热量：122 大卡(每100克),http://www.boohee.com/shiwu/jiangmogu
"调味品
  ",酸辣紫菜汤,热量：339 大卡(每100克),http://www.boohee.com/shiwu/suanlazicaitang
"调味品
  ",八宝菜,热量：78 大卡(每100克),http://www.boohee.com/shiwu/babaocai
"调味品
  ",剁辣椒,热量：42 大卡(每100克),http://www.boohee.com/shiwu/duolajiao
"调味品
  ",咖喱粉,热量：341 大卡(每100克),http://www.boohee.com/shiwu/kalifen
"调味品
  ",香油辣酱,热量：67 大卡(每100克),http://www.boohee.com/shiwu/xiangyoulajiang
"调味品
  ",酱花生米,热量：367 大卡(每100克),http://www.boohee.com/shiwu/jianghuashengmi
"调味品
  ",生抽,热量：20 大卡(每100克),http://www.boohee.com/shiwu/shengchou
"调味品
  ",酱油(三鲜),热量：41 大卡(每100克),http://www.boohee.com/shiwu/jiangyou_sanxian
"调味品
  ",太古 纯正方糖,热量：400 大卡(每100克),http://www.boohee.com/shiwu/taiguchunzhengfangtang
"调味品
  ",蒜头(甜),热量：117 大卡(每100克),http://www.boohee.com/shiwu/suantou_tian
"调味品
  ",蜂蜜（硬蜜）,热量：328 大卡(每100克),http://www.boohee.com/shiwu/fengmi_yingmi
"调味品
  ",鱼泉榨菜（低盐）,热量：57 大卡(每100克),http://www.boohee.com/shiwu/yuquanzhacaihidiyanhi
"调味品
  ",美极 酸辣汤料,热量：323 大卡(每100克),http://www.boohee.com/shiwu/meijisuanlatangliao
"调味品
  ",什锦菜,热量：38 大卡(每100克),http://www.boohee.com/shiwu/shijincai
"调味品
  ",五香粉,热量：359 大卡(每100克),http://www.boohee.com/shiwu/wuxiangfen
"调味品
  ",香醋,热量：68 大卡(每100克),http://www.boohee.com/shiwu/xiangcu
"调味品
  ",酱大头菜,热量：41 大卡(每100克),http://www.boohee.com/shiwu/jiangdatoucai
"调味品
  ",鱼子酱,热量：201 大卡(每100克),http://www.boohee.com/shiwu/yuzijiang
"调味品
  ",鱼泉牌鲜香榨菜,热量：74 大卡(每100克),http://www.boohee.com/shiwu/yuquanpaixianxiangzhacai
"调味品
  ",家乐番茄沙司,热量：94 大卡(每100克),http://www.boohee.com/shiwu/jialefanqieshasi
"调味品
  ",老抽,热量：129 大卡(每100克),http://www.boohee.com/shiwu/laochou
"调味品
  ",芙蓉荟蔬汤,热量：388 大卡(每100克),http://www.boohee.com/shiwu/furongxianshutang
"零食、点心、冷饮
  ",薄荷 冻干草莓巧克力,热量：526 大卡(每100克),http://www.boohee.com/shiwu/baohedonggancaomeiqiaokeli
"零食、点心、冷饮
  ",薄荷松仁粽子糖,热量：406 大卡(每100克),http://www.boohee.com/shiwu/baohesongrenzongzitang
"零食、点心、冷饮
  ",巧克力,热量：589 大卡(每100克),http://www.boohee.com/shiwu/qiaokeli
"零食、点心、冷饮
  ",冰淇淋,热量：127 大卡(每100克),http://www.boohee.com/shiwu/bingqilin
"零食、点心、冷饮
  ",红薯干,热量：338 大卡(每100克),http://www.boohee.com/shiwu/diguagan
"零食、点心、冷饮
  ",培根汉堡（夹熏肉，奶酪，加调料酱）,热量：311 大卡(每100克),http://www.boohee.com/shiwu/ganlaohanbaobao_jiaxunrou_jiadiaoliaojiang
"零食、点心、冷饮
  ",Easy S 意式咖啡包（奶萃）,热量：0 大卡(每100克),http://www.boohee.com/shiwu/fd582672
"零食、点心、冷饮
  ",绿豆饼（少糖少油）,热量：122 大卡(每100克),http://www.boohee.com/shiwu/lvdoubing
"零食、点心、冷饮
  ",苏打饼干,热量：408 大卡(每100克),http://www.boohee.com/shiwu/sudabinggan
"零食、点心、冷饮
  ",麻花,热量：527 大卡(每100克),http://www.boohee.com/shiwu/mahua
"零食、点心、冷饮
  ",巧克力(维夫),热量：575 大卡(每100克),http://www.boohee.com/shiwu/qiaokeli_weifu
"零食、点心、冷饮
  ",奶糖,热量：407 大卡(每100克),http://www.boohee.com/shiwu/naitang
"零食、点心、冷饮
  ",曲奇饼,热量：546 大卡(每100克),http://www.boohee.com/shiwu/quqibing
"零食、点心、冷饮
  ",蛋糕（巧克力）,热量：437 大卡(每100克),http://www.boohee.com/shiwu/dangao_qiaokeli
"零食、点心、冷饮
  ",奶油饼干,热量：431 大卡(每100克),http://www.boohee.com/shiwu/naiyoubinggan
"零食、点心、冷饮
  ",酥皮糕点,热量：429 大卡(每100克),http://www.boohee.com/shiwu/supigaodian
"零食、点心、冷饮
  ",和路雪绿豆妹妹冰棍,热量：120 大卡(每100克),http://www.boohee.com/shiwu/heluxuelvdoumeimeibinggun
"零食、点心、冷饮
  ",面包条（白）,热量：283 大卡(每100克),http://www.boohee.com/shiwu/mianbaotiao_bai
"零食、点心、冷饮
  ",肯德基 薯条,热量：298 大卡(每100克),http://www.boohee.com/shiwu/shutiao_kendeji
"零食、点心、冷饮
  ",爆米花,热量：387 大卡(每100克),http://www.boohee.com/shiwu/baomihua
"零食、点心、冷饮
  ",Easy Fun 意式阿拉棒,热量：396 大卡(每100克),http://www.boohee.com/shiwu/fd251529
"零食、点心、冷饮
  ",Easy Fun 0卡果冻（奶咖风味）,热量：0 大卡(每100克),http://www.boohee.com/shiwu/fdf33d35
"零食、点心、冷饮
  ",Easy Fun 0卡醉醉冻（酒酿风味）,热量：0 大卡(每100克),http://www.boohee.com/shiwu/fd07b5d7
"零食、点心、冷饮
  ",和路雪 轻优蛋白质豆乳雪糕,热量：112 大卡(每100克),http://www.boohee.com/shiwu/fdd2b2b1
"零食、点心、冷饮
  ",和路雪 轻优低脂香草味雪糕,热量：105 大卡(每100克),http://www.boohee.com/shiwu/fd5f7db9
"零食、点心、冷饮
  ",饼干,热量：435 大卡(每100克),http://www.boohee.com/shiwu/binggan_junzhi
"零食、点心、冷饮
  ",蛋糕(黄蛋糕),热量：320 大卡(每100克),http://www.boohee.com/shiwu/dangao_huangdangao
"零食、点心、冷饮
  ",薄荷 巧克力爆米花,热量：556 大卡(每100克),http://www.boohee.com/shiwu/baoheqiaokelibaomihua
"零食、点心、冷饮
  ",薄荷 坚果巧克力豆,热量：625 大卡(每100克),http://www.boohee.com/shiwu/baohejianguoqiaokelidou
"零食、点心、冷饮
  ",薄荷 巧克力咖啡豆,热量：417 大卡(每100克),http://www.boohee.com/shiwu/baoheqiaokelikafeidou
"零食、点心、冷饮
  ",野澤 猴肉（腊梅味） ,热量：295 大卡(每100克),http://www.boohee.com/shiwu/nuomifantuan
"零食、点心、冷饮
  ",山楂球,热量：371 大卡(每100克),http://www.boohee.com/shiwu/shanchaqiu
"零食、点心、冷饮
  ",德芙 香浓黑巧克力,热量：542 大卡(每100克),http://www.boohee.com/shiwu/defuxiangnongheiqiaokeli
"零食、点心、冷饮
  ",夹心酥饼,热量：482 大卡(每100克),http://www.boohee.com/shiwu/jiaxinsubing
"零食、点心、冷饮
  ",月饼(五仁),热量：424 大卡(每100克),http://www.boohee.com/shiwu/yuebing_wuren
"零食、点心、冷饮
  ",锅巴（豆香）,热量：528 大卡(每100克),http://www.boohee.com/shiwu/guoba_douxiang
"零食、点心、冷饮
  ",锅巴（小米）,热量：554 大卡(每100克),http://www.boohee.com/shiwu/guoba_xiaomi
"零食、点心、冷饮
  ",薯片（烧烤味）,热量：548 大卡(每100克),http://www.boohee.com/shiwu/shupian_shaokaowei
"零食、点心、冷饮
  ",冰棍,热量：47 大卡(每100克),http://www.boohee.com/shiwu/binggun
"零食、点心、冷饮
  ",板油酥饼,热量：360 大卡(每100克),http://www.boohee.com/shiwu/banyousubing
"零食、点心、冷饮
  ",奶油蛋糕,热量：379 大卡(每100克),http://www.boohee.com/shiwu/naiyoudangao
"零食、点心、冷饮
  ",佳梅 真之话梅,热量：180 大卡(每100克),http://www.boohee.com/shiwu/jiameizhenzhihuamei
"零食、点心、冷饮
  ",月饼(豆沙),热量：411 大卡(每100克),http://www.boohee.com/shiwu/yuebing_dousha
"零食、点心、冷饮
  ",山楂果丹皮,热量：326 大卡(每100克),http://www.boohee.com/shiwu/shanchaguodanpi
"零食、点心、冷饮
  ",蛋糕,热量：348 大卡(每100克),http://www.boohee.com/shiwu/dangao_junzhi
"零食、点心、冷饮
  ",沙琪玛蛋酥,热量：506 大卡(每100克),http://www.boohee.com/shiwu/shaqimadansu
"零食、点心、冷饮
  ",Easy Fun 高蛋白夹心卷（牛奶味）,热量：485 大卡(每100克),http://www.boohee.com/shiwu/fd035e08
"零食、点心、冷饮
  ",单层汉堡（单层肉饼，无调料酱）,热量：316 大卡(每100克),http://www.boohee.com/shiwu/ganlaohanbaobao_putongxing_jiadancengroubing_wudiaoliaojiang
"零食、点心、冷饮
  ",绿豆糕,热量：351 大卡(每100克),http://www.boohee.com/shiwu/lvdougao
"零食、点心、冷饮
  ",西式蛋糕,热量：316 大卡(每100克),http://www.boohee.com/shiwu/xishidangao
"零食、点心、冷饮
  ",桃酥,热量：483 大卡(每100克),http://www.boohee.com/shiwu/taosu
"零食、点心、冷饮
  ",时兴隆鱿鱼丝,热量：333 大卡(每100克),http://www.boohee.com/shiwu/shixinglongyouyusi
"零食、点心、冷饮
  ",百乐宝 巧克力雪糕,热量：174 大卡(每100克),http://www.boohee.com/shiwu/bailebaoqiaokelixuegao
"零食、点心、冷饮
  ",大雪糕,热量：74 大卡(每100克),http://www.boohee.com/shiwu/daxuegao
"零食、点心、冷饮
  ",饼干（苏打夹心）,热量：463 大卡(每100克),http://www.boohee.com/shiwu/binggan_sudajiaxin
"零食、点心、冷饮
  ",好丽友 蛋黄派[注心蛋黄派],热量：448 大卡(每100克),http://www.boohee.com/shiwu/haoliyoudanhuangpaihizhuxindanhuangpaihi
"零食、点心、冷饮
  ",和路雪 红豆冰棍 ,热量：91 大卡(每100克),http://www.boohee.com/shiwu/heluxuehongdoubinggunhi
"零食、点心、冷饮
  ",牛奶糖,热量：435 大卡(每100克),http://www.boohee.com/shiwu/niunaitang
"零食、点心、冷饮
  ",太平 梳打饼干海苔口味,热量：485 大卡(每100克),http://www.boohee.com/shiwu/taipingshudabinggan-haitaikouwei
"零食、点心、冷饮
  ",鸡汁味干脆面（面饼+调味料）,热量：505 大卡(每100克),http://www.boohee.com/shiwu/jizhiweigancuimian_mianbingdiaoweiliao
"零食、点心、冷饮
  ",蚕豆(炸),热量：447 大卡(每100克),http://www.boohee.com/shiwu/candou_zha
"零食、点心、冷饮
  ",巧克力（黑）,热量：516 大卡(每100克),http://www.boohee.com/shiwu/qiaokeli_hei
"零食、点心、冷饮
  ",曲奇饼（加奶油）,热量：526 大卡(每100克),http://www.boohee.com/shiwu/quqibing_jianaiyou
"零食、点心、冷饮
  ",酥香兰花豆,热量：419 大卡(每100克),http://www.boohee.com/shiwu/suxianglanhuadou
"零食、点心、冷饮
  ",金色传奇鱿鱼丝（原味）,热量：345 大卡(每100克),http://www.boohee.com/shiwu/jinsechuanqiyouyusi
"零食、点心、冷饮
  ",麦当劳 薯条,热量：242 大卡(每100克),http://www.boohee.com/shiwu/maidanglaoshutiao_zhong
"零食、点心、冷饮
  ",雪米饼,热量：463 大卡(每100克),http://www.boohee.com/shiwu/xuemibing
"零食、点心、冷饮
  ",蛋糕（水果）,热量：347 大卡(每100克),http://www.boohee.com/shiwu/dangao_shuiguo
"零食、点心、冷饮
  ",酥糖,热量：436 大卡(每100克),http://www.boohee.com/shiwu/sutang
"零食、点心、冷饮
  ",水晶糖,热量：395 大卡(每100克),http://www.boohee.com/shiwu/shuijingtang
"零食、点心、冷饮
  ",海苔,热量：270 大卡(每100克),http://www.boohee.com/shiwu/haitai
"零食、点心、冷饮
  ",麦当劳 脆薯饼,热量：308 大卡(每100克),http://www.boohee.com/shiwu/maidanglaocuishubing
"零食、点心、冷饮
  ",维维嚼益嚼（葡萄干+花生）,热量：411 大卡(每100克),http://www.boohee.com/shiwu/weiweijiaoyijiao_putaoganhuasheng
"零食、点心、冷饮
  ",达能 佳钙牛奶甜酥饼干牛奶口味,热量：468 大卡(每100克),http://www.boohee.com/shiwu/danengjiagainiunaitiansubingganniunaikouwei
"零食、点心、冷饮
  ",牛奶饼干,热量：408 大卡(每100克),http://www.boohee.com/shiwu/niunaibinggan
"零食、点心、冷饮
  ",可康 果冻条（苦瓜味）,热量：92 大卡(每100克),http://www.boohee.com/shiwu/babaozhou_wutang_wahahapai
"零食、点心、冷饮
  ",旺旺雪饼（香辣味）,热量：400 大卡(每100克),http://www.boohee.com/shiwu/wangwangxuebing_xianglawei
"零食、点心、冷饮
  ",薯片（香辣味）,热量：555 大卡(每100克),http://www.boohee.com/shiwu/shupian_xianglawei
"零食、点心、冷饮
  ",冰淇凌（脆皮甜筒）,热量：158 大卡(每100克),http://www.boohee.com/shiwu/bingqiling_cuipitiantong
"零食、点心、冷饮
  ",饼干（咸）,热量：496 大卡(每100克),http://www.boohee.com/shiwu/binggan_xian
"零食、点心、冷饮
  ",月饼(枣泥),热量：427 大卡(每100克),http://www.boohee.com/shiwu/yuebing_zaoni
"零食、点心、冷饮
  ",吉百利 怡口莲,热量：416 大卡(每100克),http://www.boohee.com/shiwu/jibailiyikoulian
"零食、点心、冷饮
  ",智神 阿胶蜜枣,热量：314 大卡(每100克),http://www.boohee.com/shiwu/zhishenajiaomizao
"零食、点心、冷饮
  ",蜜麻花,热量：369 大卡(每100克),http://www.boohee.com/shiwu/mimahua
"零食、点心、冷饮
  ",混糖糕点,热量：455 大卡(每100克),http://www.boohee.com/shiwu/huntanggaodian
